1914	5	"(43)<regular.RegularExpression: void <init>()>""(43)<regular.RegularExpression: void <init>()>"	11054regular.RegularExpression.<init>()V:42:2:44:3	x	(43)regular.RegularExpression:<init>()regular.RegularExpression.<init>()	847regular.RegularExpression.<init>()V:43	2763regular.RegularExpression.<init>():void:RegularExpression.java:39:1:44:2	91
5124	6	"(321)<grammar.LambdaProductionRemover: java.util.HashSet getCompleteLambdaSet(grammar.Grammar)>""(321)<grammar.LambdaProductionRemover: java.util.HashSet getCompleteLambdaSet(grammar.Grammar)>"	6756grammar.LambdaProductionRemover.getCompleteLambdaSet(Lgrammar/Grammar;)Ljava/util/HashSet;:320:2:328:3	1279grammar.LambdaProductionRemover.getCompleteLambdaSet(grammar.Grammar):320:25:328:2	(321)grammar.LambdaProductionRemover:getCompleteLambdaSet(grammar.Grammar)grammar.LambdaProductionRemover.getCompleteLambdaSet(grammar.Grammar)	837grammar.LambdaProductionRemover.getCompleteLambdaSet(Lgrammar/Grammar;)Ljava/util/HashSet;:321	1530grammar.LambdaProductionRemover.getCompleteLambdaSet(grammar.Grammar):java.util.HashSet<automata.Configuration>:LambdaProductionRemover.java:310:1:328:2	95
5125	6	"(443)<grammar.LambdaProductionRemover: grammar.Grammar getLambdaProductionlessGrammar(grammar.Grammar,java.util.Set)>""(443)<grammar.LambdaProductionRemover: grammar.Grammar getLambdaProductionlessGrammar(grammar.Grammar,java.util.Set)>"	6775grammar.LambdaProductionRemover.getLambdaProductionlessGrammar(Lgrammar/Grammar;Ljava/util/Set;)Lgrammar/Grammar;:442:2:446:3	1533grammar.LambdaProductionRemover.getLambdaProductionlessGrammar(grammar.Grammar,java.util.Set):442:17:446:2	(443)grammar.LambdaProductionRemover:getLambdaProductionlessGrammar(grammar.Grammar,java.util.Set)grammar.LambdaProductionRemover.getLambdaProductionlessGrammar(grammar.Grammar,java.util.Set)	842grammar.LambdaProductionRemover.getLambdaProductionlessGrammar(Lgrammar/Grammar;Ljava/util/Set;)Lgrammar/Grammar;:443	1535grammar.LambdaProductionRemover.getLambdaProductionlessGrammar(grammar.Grammar;java.util.Set<automata.State>):grammar.Grammar:LambdaProductionRemover.java:432:1:446:2	95
5138	6	"(27)<grammar.ConvertedUnrestrictedGrammar: void <init>()>""(27)<grammar.ConvertedUnrestrictedGrammar: void <init>()>"	6489grammar.ConvertedUnrestrictedGrammar.<init>()V:-1:-1:-1:-1	1477grammar.ConvertedUnrestrictedGrammar.ConvertedUnrestrictedGrammar():-1:-1:-1:-1	(27)grammar.ConvertedUnrestrictedGrammar:<init>()grammar.ConvertedUnrestrictedGrammar.<init>()	934grammar.ConvertedUnrestrictedGrammar.<init>()V:27	3530grammar.ConvertedUnrestrictedGrammar.<init>():void:TuringConvertController.java:-1:-1:-1:-1	95
5033	6	"(65)<grammar.ConvertedUnrestrictedGrammar: void addProduction(grammar.Production)>""(65)<grammar.ConvertedUnrestrictedGrammar: void addProduction(grammar.Production)>"	6496grammar.ConvertedUnrestrictedGrammar.addProduction(Lgrammar/Production;)V:60:2:66:3	1479grammar.ConvertedUnrestrictedGrammar.addProduction(grammar.Production):60:14:66:2	(65)grammar.ConvertedUnrestrictedGrammar:addProduction(grammar.Production)grammar.ConvertedUnrestrictedGrammar.addProduction(grammar.Production)	732grammar.ConvertedUnrestrictedGrammar.addProduction(Lgrammar/Production;)V:65	1390grammar.ConvertedUnrestrictedGrammar.addProduction(grammar.Production):void:ConvertedUnrestrictedGrammar.java:51:1:66:2	95
568	5	"(50)<grammar.GrammarChecker: boolean isRegularGrammar(grammar.Grammar)>""(50)<grammar.GrammarChecker: boolean isRegularGrammar(grammar.Grammar)>"	6602grammar.GrammarChecker.isRegularGrammar(Lgrammar/Grammar;)Z:49:2:53:3	1500grammar.GrammarChecker.isRegularGrammar(grammar.Grammar):49:24:53:2	(50)grammar.GrammarChecker:isRegularGrammar(grammar.Grammar)grammar.GrammarChecker.isRegularGrammar(grammar.Grammar)	x	1433grammar.GrammarChecker.isRegularGrammar(grammar.Grammar):boolean:GrammarChecker.java:41:1:53:2	79
569	5	"(64)<grammar.GrammarChecker: boolean isRightLinearGrammar(grammar.Grammar)>""(64)<grammar.GrammarChecker: boolean isRightLinearGrammar(grammar.Grammar)>"	6605grammar.GrammarChecker.isRightLinearGrammar(Lgrammar/Grammar;)Z:63:2:71:3	1501grammar.GrammarChecker.isRightLinearGrammar(grammar.Grammar):63:24:71:2	grammar.GrammarChecker:isRightLinearGrammar(grammar.Grammar)grammar.GrammarChecker.isRightLinearGrammar(grammar.Grammar)	x	1434grammar.GrammarChecker.isRightLinearGrammar(grammar.Grammar):boolean:GrammarChecker.java:55:1:71:2	79
570	5	"(82)<grammar.GrammarChecker: boolean isLeftLinearGrammar(grammar.Grammar)>""(82)<grammar.GrammarChecker: boolean isLeftLinearGrammar(grammar.Grammar)>"	6607grammar.GrammarChecker.isLeftLinearGrammar(Lgrammar/Grammar;)Z:81:2:89:3	1502grammar.GrammarChecker.isLeftLinearGrammar(grammar.Grammar):81:24:89:2	grammar.GrammarChecker:isLeftLinearGrammar(grammar.Grammar)grammar.GrammarChecker.isLeftLinearGrammar(grammar.Grammar)	x	1435grammar.GrammarChecker.isLeftLinearGrammar(grammar.Grammar):boolean:GrammarChecker.java:73:1:89:2	79
573	5	"(100)<grammar.GrammarChecker: boolean isContextFreeGrammar(grammar.Grammar)>""(100)<grammar.GrammarChecker: boolean isContextFreeGrammar(grammar.Grammar)>"	6622grammar.GrammarChecker.isContextFreeGrammar(Lgrammar/Grammar;)Z:99:2:107:3	1503grammar.GrammarChecker.isContextFreeGrammar(grammar.Grammar):99:24:107:2	(100)grammar.GrammarChecker:isContextFreeGrammar(grammar.Grammar)grammar.GrammarChecker.isContextFreeGrammar(grammar.Grammar)	x	1436grammar.GrammarChecker.isContextFreeGrammar(grammar.Grammar):boolean:GrammarChecker.java:91:1:107:2	79
5140	6	"(51)<grammar.cfg.CFGToPDALRConverter: void <init>()>""(51)<grammar.cfg.CFGToPDALRConverter: void <init>()>"	6329grammar.cfg.CFGToPDALRConverter.<init>()V:51:2:53:3	1188grammar.cfg.CFGToPDALRConverter.CFGToPDALRConverter():51:9:53:2	(51)grammar.cfg.CFGToPDALRConverter:<init>()grammar.cfg.CFGToPDALRConverter.<init>()	938grammar.cfg.CFGToPDALRConverter.<init>()V:51	1598grammar.cfg.CFGToPDALRConverter.<init>():void:CFGToPDALRConverter.java:48:1:53:2	95
5114	6	"(80)<grammar.cfg.CFGToPDALRConverter: automata.Transition getTransitionForProduction(grammar.Production)>""(80)<grammar.cfg.CFGToPDALRConverter: automata.Transition getTransitionForProduction(grammar.Production)>"	6334grammar.cfg.CFGToPDALRConverter.getTransitionForProduction(Lgrammar/Production;)Lautomata/Transition;:79:2:86:3	1190grammar.cfg.CFGToPDALRConverter.getTransitionForProduction(grammar.Production):79:20:86:2	(80)grammar.cfg.CFGToPDALRConverter:getTransitionForProduction(grammar.Production)grammar.cfg.CFGToPDALRConverter.getTransitionForProduction(grammar.Production)	940grammar.cfg.CFGToPDALRConverter.getTransitionForProduction(Lgrammar/Production;)Lautomata/Transition;:80	1600grammar.cfg.CFGToPDALRConverter.getTransitionForProduction(grammar.Production):automata.Transition:CFGToPDALRConverter.java:71:1:86:2	95
5111	6	"(101)<grammar.cfg.CFGToPDALRConverter: void createStatesForConversion(grammar.Grammar,automata.Automaton)>""(101)<grammar.cfg.CFGToPDALRConverter: void createStatesForConversion(grammar.Grammar,automata.Automaton)>"	6340grammar.cfg.CFGToPDALRConverter.createStatesForConversion(Lgrammar/Grammar;Lautomata/Automaton;)V:100:2:130:3	1191grammar.cfg.CFGToPDALRConverter.createStatesForConversion(grammar.Grammar,automata.Automaton):100:14:130:2	(101)grammar.cfg.CFGToPDALRConverter:createStatesForConversion(grammar.Grammar,automata.Automaton)grammar.cfg.CFGToPDALRConverter.createStatesForConversion(grammar.Grammar,automata.Automaton)	942grammar.cfg.CFGToPDALRConverter.createStatesForConversion(Lgrammar/Grammar;Lautomata/Automaton;)V:101	1601grammar.cfg.CFGToPDALRConverter.createStatesForConversion(grammar.Grammar;automata.Automaton):void:CFGToPDALRConverter.java:88:1:130:2	95
8561	1	x	x	x	grammar.cfg.CFGToPDALRConverter:initialize()grammar.cfg.CFGToPDALRConverter.initialize()	x	x	8
5139	6	"(50)<grammar.cfg.CFGToPDALLConverter: void <init>()>""(50)<grammar.cfg.CFGToPDALLConverter: void <init>()>"	6305grammar.cfg.CFGToPDALLConverter.<init>()V:50:2:52:3	1181grammar.cfg.CFGToPDALLConverter.CFGToPDALLConverter():50:9:52:2	(50)grammar.cfg.CFGToPDALLConverter:<init>()grammar.cfg.CFGToPDALLConverter.<init>()	1301grammar.cfg.CFGToPDALLConverter.<init>()V:50	1595grammar.cfg.CFGToPDALLConverter.<init>():void:CFGToPDALLConverter.java:47:1:52:2	95
5115	6	"(63)<grammar.cfg.CFGToPDALLConverter: automata.Transition getTransitionForProduction(grammar.Production)>""(63)<grammar.cfg.CFGToPDALLConverter: automata.Transition getTransitionForProduction(grammar.Production)>"	6309grammar.cfg.CFGToPDALLConverter.getTransitionForProduction(Lgrammar/Production;)Lautomata/Transition;:62:2:68:3	1183grammar.cfg.CFGToPDALLConverter.getTransitionForProduction(grammar.Production):62:20:68:2	(63)grammar.cfg.CFGToPDALLConverter:getTransitionForProduction(grammar.Production)grammar.cfg.CFGToPDALLConverter.getTransitionForProduction(grammar.Production)	1302grammar.cfg.CFGToPDALLConverter.getTransitionForProduction(Lgrammar/Production;)Lautomata/Transition;:63	1596grammar.cfg.CFGToPDALLConverter.getTransitionForProduction(grammar.Production):automata.Transition:CFGToPDALLConverter.java:54:1:68:2	95
8562	1	x	x	x	grammar.cfg.CFGToPDALLConverter:initialize()grammar.cfg.CFGToPDALLConverter.initialize()	x	x	8
8565	1	x	x	x	grammar.UnboundGrammar:setStartVariable(java.lang.String)grammar.UnboundGrammar.setStartVariable(java.lang.String)	x	x	8
5142	5	"(33)<grammar.reg.RightLinearGrammar: void <init>()>""(33)<grammar.reg.RightLinearGrammar: void <init>()>"	8233grammar.reg.RightLinearGrammar.<init>()V:-1:-1:-1:-1	1450grammar.reg.RightLinearGrammar.RightLinearGrammar():-1:-1:-1:-1	(33)grammar.reg.RightLinearGrammar:<init>()grammar.reg.RightLinearGrammar.<init>()	1636grammar.reg.RightLinearGrammar.<init>()V:33	x	31
5143	6	"(57)<grammar.reg.RegularGrammar: void setLinearity(int)>""(57)<grammar.reg.RegularGrammar: void setLinearity(int)>"	8207grammar.reg.RegularGrammar.setLinearity(I)V:56:2:58:3	1443grammar.reg.RegularGrammar.setLinearity(int):-1:-1:-1:-1	grammar.reg.RegularGrammar:setLinearity(int)grammar.reg.RegularGrammar.setLinearity(int)	1525grammar.reg.RegularGrammar.setLinearity(I)V:57	1908grammar.reg.RegularGrammar.setLinearity(int):void:RegularGrammar.java:49:1:58:2	95
5144	6	"(67)<grammar.reg.RegularGrammar: int getLinearity()>""(67)<grammar.reg.RegularGrammar: int getLinearity()>"	8213grammar.reg.RegularGrammar.getLinearity()I:66:2:68:3	1447grammar.reg.RegularGrammar.getLinearity():-1:-1:-1:-1	grammar.reg.RegularGrammar:getLinearity()grammar.reg.RegularGrammar.getLinearity()	544grammar.reg.RegularGrammar.getLinearity()I:67	1909grammar.reg.RegularGrammar.getLinearity():int:RegularGrammar.java:60:1:68:2	95
5145	6	"(55)<grammar.reg.RightLinearGrammarToFSAConverter: void <init>()>""(55)<grammar.reg.RightLinearGrammarToFSAConverter: void <init>()>"	8243grammar.reg.RightLinearGrammarToFSAConverter.<init>()V:55:2:57:3	1453grammar.reg.RightLinearGrammarToFSAConverter.RightLinearGrammarToFSAConverter():55:9:57:2	(55)grammar.reg.RightLinearGrammarToFSAConverter:<init>()grammar.reg.RightLinearGrammarToFSAConverter.<init>()	2334grammar.reg.RightLinearGrammarToFSAConverter.<init>()V:55	1905grammar.reg.RightLinearGrammarToFSAConverter.<init>():void:RightLinearGrammarToFSAConverter.java:52:1:57:2	95
8566	1	x	x	x	grammar.reg.RightLinearGrammarToFSAConverter:getStateForVariable(java.lang.String)grammar.reg.RightLinearGrammarToFSAConverter.getStateForVariable(java.lang.String)	x	x	8
8567	1	x	x	x	grammar.reg.RightLinearGrammarToFSAConverter:initialize()grammar.reg.RightLinearGrammarToFSAConverter.initialize()	x	x	8
8568	1	x	x	x	grammar.reg.RightLinearGrammarToFSAConverter:mapStateToVariable(automata.State,java.lang.String)grammar.reg.RightLinearGrammarToFSAConverter.mapStateToVariable(automata.State,java.lang.String)	x	x	8
687	5	"(60)<grammar.parse.BruteParser: grammar.parse.BruteParser get(grammar.Grammar,java.lang.String)>""(60)<grammar.parse.BruteParser: grammar.parse.BruteParser get(grammar.Grammar,java.lang.String)>"	7007grammar.parse.BruteParser.get(Lgrammar/Grammar;Ljava/lang/String;)Lgrammar/parse/BruteParser;:59:2:63:3	1224grammar.parse.BruteParser.get(grammar.Grammar,java.lang.String):59:28:63:2	(60)grammar.parse.BruteParser:get(grammar.Grammar,java.lang.String)grammar.parse.BruteParser.get(grammar.Grammar,java.lang.String)	x	1852grammar.parse.BruteParser.get(grammar.Grammar;java.lang.String):grammar.parse.BruteParser:BruteParser.java:50:1:63:2	79
5147	6	"(41)<grammar.parse.UnrestrictedBruteParser: void <init>(grammar.Grammar,java.lang.String)>""(41)<grammar.parse.UnrestrictedBruteParser: void <init>(grammar.Grammar,java.lang.String)>"	7018grammar.parse.UnrestrictedBruteParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:40:2:42:3	1226grammar.parse.UnrestrictedBruteParser.UnrestrictedBruteParser(grammar.Grammar,java.lang.String):40:9:42:2	grammar.parse.UnrestrictedBruteParser:<init>(grammar.Grammar,java.lang.String)grammar.parse.UnrestrictedBruteParser.<init>(grammar.Grammar,java.lang.String)	2238grammar.parse.UnrestrictedBruteParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:41	1797grammar.parse.UnrestrictedBruteParser.<init>(grammar.Grammar;java.lang.String):void:UnrestrictedBruteParser.java:32:1:42:2	95
5148	6	"(43)<grammar.parse.RestrictedBruteParser: void <init>(grammar.Grammar,java.lang.String)>""(43)<grammar.parse.RestrictedBruteParser: void <init>(grammar.Grammar,java.lang.String)>"	7023grammar.parse.RestrictedBruteParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:42:2:44:3	1227grammar.parse.RestrictedBruteParser.RestrictedBruteParser(grammar.Grammar,java.lang.String):42:9:44:2	grammar.parse.RestrictedBruteParser:<init>(grammar.Grammar,java.lang.String)grammar.parse.RestrictedBruteParser.<init>(grammar.Grammar,java.lang.String)	2268grammar.parse.RestrictedBruteParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:43	1725grammar.parse.RestrictedBruteParser.<init>(grammar.Grammar;java.lang.String):void:RestrictedBruteParser.java:34:1:44:2	95
5151	5	"(133)<grammar.parse.BruteParser: boolean isActive()>""(133)<grammar.parse.BruteParser: boolean isActive()>"	7061grammar.parse.BruteParser.isActive()Z:132:2:134:3	1235grammar.parse.BruteParser.isActive():-1:-1:-1:-1	grammar.parse.BruteParser:isActive()grammar.parse.BruteParser.isActive()	x	1854grammar.parse.BruteParser.isActive():boolean:BruteParser.java:126:1:134:2	79
5152	5	"(142)<grammar.parse.BruteParser: boolean isFinished()>""(142)<grammar.parse.BruteParser: boolean isFinished()>"	7063grammar.parse.BruteParser.isFinished()Z:141:2:143:3	1236grammar.parse.BruteParser.isFinished():-1:-1:-1:-1	grammar.parse.BruteParser:isFinished()grammar.parse.BruteParser.isFinished()	x	1855grammar.parse.BruteParser.isFinished():boolean:BruteParser.java:136:1:143:2	79
5169	5	"(122)<grammar.parse.BruteParser: void pause()>""(122)<grammar.parse.BruteParser: void pause()>"	7089grammar.parse.BruteParser.pause()V:121:2:124:3	1244grammar.parse.BruteParser.pause():121:27:124:2	(122)grammar.parse.BruteParser:pause()grammar.parse.BruteParser.pause()	x	1861grammar.parse.BruteParser.pause():void:BruteParser.java:117:1:124:2	79
5170	5	"(85)<grammar.parse.ParseNode: java.lang.String getDerivation()>""(85)<grammar.parse.ParseNode: java.lang.String getDerivation()>"	7118grammar.parse.ParseNode.getDerivation()Ljava/lang/String;:84:2:86:3	1246grammar.parse.ParseNode.getDerivation():-1:-1:-1:-1	grammar.parse.ParseNode:getDerivation()grammar.parse.ParseNode.getDerivation()	x	1674grammar.parse.ParseNode.getDerivation():java.lang.String:ParseNode.java:79:1:86:2	79
5171	5	"(96)<grammar.parse.ParseNode: grammar.Production[] getProductions()>""(96)<grammar.parse.ParseNode: grammar.Production[] getProductions()>"	7120grammar.parse.ParseNode.getProductions()[Lgrammar/Production;:95:2:97:3	1247grammar.parse.ParseNode.getProductions():-1:-1:-1:-1	grammar.parse.ParseNode:getProductions()grammar.parse.ParseNode.getProductions()	x	1788grammar.parse.ParseNode.getProductions():grammar.Production[]:ParseNode.java:88:1:97:2	79
5172	5	"(107)<grammar.parse.ParseNode: int[] getSubstitutions()>""(107)<grammar.parse.ParseNode: int[] getSubstitutions()>"	7122grammar.parse.ParseNode.getSubstitutions()[I:106:2:108:3	1248grammar.parse.ParseNode.getSubstitutions():-1:-1:-1:-1	grammar.parse.ParseNode:getSubstitutions()grammar.parse.ParseNode.getSubstitutions()	x	1789grammar.parse.ParseNode.getSubstitutions():int[]:ParseNode.java:99:1:108:2	79
5173	5	"(241)<grammar.parse.BruteParser: void removeFutility(grammar.parse.ParseNode)>""(241)<grammar.parse.BruteParser: void removeFutility(grammar.parse.ParseNode)>"	7127grammar.parse.BruteParser.removeFutility(Lgrammar/parse/ParseNode;)V:239:2:249:3	1250grammar.parse.BruteParser.removeFutility(grammar.parse.ParseNode):239:15:249:2	(241)grammar.parse.BruteParser:removeFutility(grammar.parse.ParseNode)grammar.parse.BruteParser.removeFutility(grammar.parse.ParseNode)	x	1867grammar.parse.BruteParser.removeFutility(grammar.parse.ParseNode):void:BruteParser.java:229:1:249:2	79
8569	1	x	x	x	grammar.parse.ParseNode:getParent()grammar.parse.ParseNode.getParent()	x	x	8
8570	1	x	x	x	grammar.parse.ParseNode:remove(javax.swing.tree.MutableTreeNode)grammar.parse.ParseNode.remove(javax.swing.tree.MutableTreeNode)	x	x	8
8571	1	x	x	x	grammar.parse.ParseNode:isLeaf()grammar.parse.ParseNode.isLeaf()	x	x	8
5179	5	"(76)<grammar.parse.ParseNode: void <init>(grammar.parse.ParseNode)>""(76)<grammar.parse.ParseNode: void <init>(grammar.parse.ParseNode)>"	7155grammar.parse.ParseNode.<init>(Lgrammar/parse/ParseNode;)V:75:2:77:3	1257grammar.parse.ParseNode.ParseNode(grammar.parse.ParseNode):75:9:77:2	grammar.parse.ParseNode:<init>(grammar.parse.ParseNode)grammar.parse.ParseNode.<init>(grammar.parse.ParseNode)	x	1678grammar.parse.ParseNode.<init>(grammar.parse.ParseNode):void:ParseNode.java:69:1:77:2	79
8573	1	x	x	x	grammar.parse.ParseNode:add(javax.swing.tree.MutableTreeNode)grammar.parse.ParseNode.add(javax.swing.tree.MutableTreeNode)	x	x	8
7580	4	x	7178grammar.parse.BruteParserListener.bruteParserStateChange(Lgrammar/parse/BruteParserEvent;)V:39:2:39:61	1261grammar.parse.BruteParserListener.bruteParserStateChange(grammar.parse.BruteParserEvent):-1:-1:-1:-1	grammar.parse.BruteParserListener:bruteParserStateChange(grammar.parse.BruteParserEvent)grammar.parse.BruteParserListener.bruteParserStateChange(grammar.parse.BruteParserEvent)	x	1728grammar.parse.BruteParserListener.bruteParserStateChange(grammar.parse.BruteParserEvent):void:BruteParserListener.java:33:1:39:60	78
755	2	"(295)<grammar.parse.BruteParser: void access$1(grammar.parse.BruteParser)>""(295)<grammar.parse.BruteParser: void access$1(grammar.parse.BruteParser)>"	x	x	(295)grammar.parse.BruteParser:access$1(grammar.parse.BruteParser)grammar.parse.BruteParser.access$1(grammar.parse.BruteParser)	x	x	9
698	5	"(132)<grammar.parse.UserParser: grammar.parse.UserParser get(grammar.Grammar,java.lang.String)>""(132)<grammar.parse.UserParser: grammar.parse.UserParser get(grammar.Grammar,java.lang.String)>"	8040grammar.parse.UserParser.get(Lgrammar/Grammar;Ljava/lang/String;)Lgrammar/parse/UserParser;:131:2:138:3	1431grammar.parse.UserParser.get(grammar.Grammar,java.lang.String):131:27:138:2	(132)grammar.parse.UserParser:get(grammar.Grammar,java.lang.String)grammar.parse.UserParser.get(grammar.Grammar,java.lang.String)	x	1671grammar.parse.UserParser.get(grammar.Grammar;java.lang.String):grammar.parse.UserParser:UserParser.java:122:1:138:2	79
5183	6	"(40)<grammar.parse.UnrestrictedUserParser: void <init>(grammar.Grammar,java.lang.String)>""(40)<grammar.parse.UnrestrictedUserParser: void <init>(grammar.Grammar,java.lang.String)>"	8002grammar.parse.UnrestrictedUserParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:39:2:41:3	1427grammar.parse.UnrestrictedUserParser.UnrestrictedUserParser(grammar.Grammar,java.lang.String):39:9:41:2	grammar.parse.UnrestrictedUserParser:<init>(grammar.Grammar,java.lang.String)grammar.parse.UnrestrictedUserParser.<init>(grammar.Grammar,java.lang.String)	1980grammar.parse.UnrestrictedUserParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:40	1649grammar.parse.UnrestrictedUserParser.<init>(grammar.Grammar;java.lang.String):void:UnrestrictedUserParser.java:31:1:41:2	95
5184	6	"(44)<grammar.parse.RestrictedUserParser: void <init>(grammar.Grammar,java.lang.String)>""(44)<grammar.parse.RestrictedUserParser: void <init>(grammar.Grammar,java.lang.String)>"	7957grammar.parse.RestrictedUserParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:43:2:45:3	1418grammar.parse.RestrictedUserParser.RestrictedUserParser(grammar.Grammar,java.lang.String):43:9:45:2	grammar.parse.RestrictedUserParser:<init>(grammar.Grammar,java.lang.String)grammar.parse.RestrictedUserParser.<init>(grammar.Grammar,java.lang.String)	1944grammar.parse.RestrictedUserParser.<init>(Lgrammar/Grammar;Ljava/lang/String;)V:44	1644grammar.parse.RestrictedUserParser.<init>(grammar.Grammar;java.lang.String):void:RestrictedUserParser.java:35:1:45:2	95
5187	5	"(245)<grammar.parse.UserParser: boolean start()>""(245)<grammar.parse.UserParser: boolean start()>"	8068grammar.parse.UserParser.start()Z:244:2:249:3	1436grammar.parse.UserParser.start():244:30:249:2	(245)grammar.parse.UserParser:start()grammar.parse.UserParser.start()	x	1680grammar.parse.UserParser.start():boolean:UserParser.java:235:1:249:2	79
5188	5	"(257)<grammar.parse.UserParser: boolean isFinished()>""(257)<grammar.parse.UserParser: boolean isFinished()>"	8070grammar.parse.UserParser.isFinished()Z:256:2:258:3	1437grammar.parse.UserParser.isFinished():-1:-1:-1:-1	grammar.parse.UserParser:isFinished()grammar.parse.UserParser.isFinished()	x	1681grammar.parse.UserParser.isFinished():boolean:UserParser.java:251:1:258:2	79
5190	5	"(289)<grammar.parse.UserParser: java.lang.String getLHSForProduction(int)>""(289)<grammar.parse.UserParser: java.lang.String getLHSForProduction(int)>"	8078grammar.parse.UserParser.getLHSForProduction(I)Ljava/lang/String;:287:2:290:3	1439grammar.parse.UserParser.getLHSForProduction(int):287:16:290:2	(289)grammar.parse.UserParser:getLHSForProduction(int)grammar.parse.UserParser.getLHSForProduction(int)	x	1685grammar.parse.UserParser.getLHSForProduction(int):java.lang.String:UserParser.java:282:1:290:2	79
3699	5	"(84)<grammar.parse.LLParseTable: java.lang.Object clone()>""(84)<grammar.parse.LLParseTable: java.lang.Object clone()>"	7512grammar.parse.LLParseTable.clone()Ljava/lang/Object;:83:2:85:3	1336grammar.parse.LLParseTable.clone():83:16:85:2	(84)grammar.parse.LLParseTable:clone()grammar.parse.LLParseTable.clone()	x	1693grammar.parse.LLParseTable.clone():java.lang.Object:LLParseTable.java:78:1:85:2	79
5195	5	"(133)<grammar.parse.LLParseTable: int[] getLocation(java.lang.String,java.lang.String)>""(133)<grammar.parse.LLParseTable: int[] getLocation(java.lang.String,java.lang.String)>"	7522grammar.parse.LLParseTable.getLocation(Ljava/lang/String;Ljava/lang/String;)[I:132:2:137:3	1339grammar.parse.LLParseTable.getLocation(java.lang.String,java.lang.String):132:16:137:2	(133)grammar.parse.LLParseTable:getLocation(java.lang.String,java.lang.String)grammar.parse.LLParseTable.getLocation(java.lang.String,java.lang.String)	x	1697grammar.parse.LLParseTable.getLocation(java.lang.String;java.lang.String):int[]:LLParseTable.java:120:1:137:2	79
8576	1	x	x	x	grammar.parse.LLParseTable:fireTableCellUpdated(int,int)grammar.parse.LLParseTable.fireTableCellUpdated(int,int)	x	x	8
8580	1	x	x	x	grammar.parse.LLParseTable:fireTableDataChanged()grammar.parse.LLParseTable.fireTableDataChanged()	x	x	8
5204	5	"(401)<grammar.parse.LLParseTable: java.lang.Object getValueAt(int,int)>""(401)<grammar.parse.LLParseTable: java.lang.Object getValueAt(int,int)>"	7598grammar.parse.LLParseTable.getValueAt(II)Ljava/lang/Object;:400:2:404:3	1356grammar.parse.LLParseTable.getValueAt(int,int):400:16:404:2	(401)grammar.parse.LLParseTable:getValueAt(int,int)grammar.parse.LLParseTable.getValueAt(int,int)	x	1721grammar.parse.LLParseTable.getValueAt(int;int):java.lang.Object:LLParseTable.java:389:1:404:2	79
5205	5	"(413)<grammar.parse.LLParseTable: void setValueAt(java.lang.Object,int,int)>""(413)<grammar.parse.LLParseTable: void setValueAt(java.lang.Object,int,int)>"	7603grammar.parse.LLParseTable.setValueAt(Ljava/lang/Object;II)V:412:2:415:3	1357grammar.parse.LLParseTable.setValueAt(java.lang.Object,int,int):412:14:415:2	(413)grammar.parse.LLParseTable:setValueAt(java.lang.Object,int,int)grammar.parse.LLParseTable.setValueAt(java.lang.Object,int,int)	x	1722grammar.parse.LLParseTable.setValueAt(java.lang.Object;int;int):void:LLParseTable.java:406:1:415:2	79
3663	5	"(103)<grammar.parse.LRParseTable: java.lang.Object clone()>""(103)<grammar.parse.LRParseTable: java.lang.Object clone()>"	7714grammar.parse.LRParseTable.clone()Ljava/lang/Object;:102:2:104:3	1367grammar.parse.LRParseTable.clone():102:16:104:2	(103)grammar.parse.LRParseTable:clone()grammar.parse.LRParseTable.clone()	x	1885grammar.parse.LRParseTable.clone():java.lang.Object:LRParseTable.java:97:1:104:2	79
5231	5	"(119)<grammar.parse.LRParseTable: void setValueAt(java.lang.String,int,java.lang.String)>""(119)<grammar.parse.LRParseTable: void setValueAt(java.lang.String,int,java.lang.String)>"	7717grammar.parse.LRParseTable.setValueAt(Ljava/lang/String;ILjava/lang/String;)V:118:2:120:3	1368grammar.parse.LRParseTable.setValueAt(java.lang.String,int,java.lang.String):118:14:120:2	(119)grammar.parse.LRParseTable:setValueAt(java.lang.String,int,java.lang.String)grammar.parse.LRParseTable.setValueAt(java.lang.String,int,java.lang.String)	x	1886grammar.parse.LRParseTable.setValueAt(java.lang.String;int;java.lang.String):void:LRParseTable.java:106:1:120:2	79
5232	5	"(134)<grammar.parse.LRParseTable: java.lang.String getValueAt(int,java.lang.String)>""(134)<grammar.parse.LRParseTable: java.lang.String getValueAt(int,java.lang.String)>"	7659grammar.parse.LRParseTable.getValueAt(ILjava/lang/String;)Ljava/lang/String;:133:2:135:3	1371grammar.parse.LRParseTable.getValueAt(int,java.lang.String):133:16:135:2	(134)grammar.parse.LRParseTable:getValueAt(int,java.lang.String)grammar.parse.LRParseTable.getValueAt(int,java.lang.String)	x	1802grammar.parse.LRParseTable.getValueAt(int;java.lang.String):java.lang.String:LRParseTable.java:122:1:135:2	79
